id1,nachname,vorname,herkunftsort,herkunftsland,titel,fach,methoden_typ,spache,untersuchungsgegenstand,stoffklasse,jahr,uni,signatur,gefunden,fundort,sonderdruck,digitalisat,bork,hoermann,ledermann,historische_einleitung_ledermann,historische_einleitung_vorhanden,fokus_historischer_teil,thema_historischer_teil,zustand,provenienz_spuren,tschirch_betreuung,andere_betreuer,sprachregister,seiten_gesamt,seiten_historisch,anteil_historisch,vorkommende_epochen,wichtige_historische_personen_im_text,zaesuren_zeitkontext,quellen_primaer,quellen_sekundaer,zitiert_tschirch,tschirch_werke,abschnitte_handbuch,quellentypen,historie_stellenwert,historie_stellenwert_skala,narrative_form,wozu_dient_geschichte,Created time,Last modified time
1906-DISS-BW,Bergmann,Wilhelm,Pleschen,Deutsches Reich,Über die Heerabol-Myrrha,Pharmakognosie,deskriptiv-analytisch,de,Myrrha,Gummiharze,1906,Universität Bern,PH D 166 P,true,IMG,,,true,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Herkunft, Vorkommen und Verwendung der Myrrha","gut,leicht vergilbt",Stempel,true,,wertend-kritisch,63,10,0.15873015873015872,"Frühe Neuzeit,Gesamtes 19. Jahrhundert","Caspar Neumann,Johann Friedrich Cartheuser,Christoph Heinrich Pfaff,Christian Gottfried Daniel Nees von Esenbeck,Henry Trimen,Daniel Hanbury",Hochimperialismus,"Chymiae medicae (Neumann),Fundmenta Materiae medicae (Cartheuser),System der Materia medica nach chemischen Principien (Pfaff)",,true,"Angewandte Pflanzenanatomie,Die Harze und die Harzbehälter",,"Historische Wissensliteratur,Historische Sekundärquellen,Fachzeitschriften,Sitzungsberichte","wird schon darauf eingegangen, zeitliche Einordnung fehlt, Originalzitate vorhanden, beschränkt sich auf 18. und 19. Jahrhundert",2,"teleologisch,thematisch-systematisch","kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-09 14:03:01+00:00
1906-DISS-SA,Stevens,Alviso B.,Michigan (U.S.A),Vereinigte Staaten von Amerika,Contribution to the Knowledge of Japanese Lac (Ki-urushi),Pharmakognosie,deskriptiv-analytisch,en,Japanlack,Harze,1906,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Verwendung des Japanese Lac im 7. Jh.,gut,,true,,wertend-positiv,58,1,0.017241379310344827,"Altertum,Ende 19. Jahrhundert",Emperor Kōtoku,Hochimperialismus,,,,,,Historische Sekundärquellen,"nimmt keinen grossen Teil in der Einleitung ein, ist aber äusserst spannend, bezieht sich die Geschichte auf die Japanische Industrie",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-07 15:43:42+00:00
1906-DISS-SE,Schereschweski,Emil,Königsberg (i. Pr.),Deutsches Reich,Über Balata und Chicle.,Pharmakognosie,,de,,,1906,Universität Bern,PH D 361 P,true,IMG,,,true,false,true,,false,,,"gut,leicht vergilbt",,true,,,143,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:42+00:00
1906-DISS-SH,Schulz,Hubert,Potsdam,Deutsches Reich,"Über den Harzbalsam von Pinus halepensis und ""Die Harzmäntel von Sarkokaulon"".",Pharmakognosie,deskriptiv-analytisch,de,"Harzbalsame,Pinus",Balsame,1906,Universität Bern,PH D 362 P,true,IMG,,,true,true,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Nur Erwähnung Theophrast,"gut,leicht vergilbt",,true,,wertend-positiv,70,1,0.014285714285714285,Altertum,Theophrastos von Eresos,Hochimperialismus,,,true,Die Harze und die Harzbehälter,,,nur Erwähnung Theophrasts,1,,ornamental,2026-02-23 11:57:40+00:00,2026-04-08 10:46:22+00:00
1906-DISS-WM,Wolff,Max,Stuttgart,Deutsches Reich,Studien über das Sandarakharz.,Pharmakognosie,deskriptiv-analytisch,de,Sandarak,Harze,1906,Universität Bern,PH D 361 P,true,IMG,,,true,false,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Vorkommen, Beschreibung, Etymologie und Untersuchung des Sandarakharz",gut,,true,,"wertend-kritisch,autoritativ-kanonisch",79,20,0.25316455696202533,"Altertum,Mittelalter,Frühe Neuzeit,Anfang 19. Jahrhundert","Gaius Plinius Secundus Maior,Theophrastos von Eresos,Pedanios Dioskurides,Galenos von Pergamon,Paulos von Aigina,Jean Ruel,Aristoteles,Strabon,Abu Muhammad ibn al-Baitar,Abu Mansur Muwaffaq,Ishaq ibn Imran,Avicenna,Serapion,Theophilus,Matthaeus Platearius,Tabernaemontanus,Michael Bernhard Valentini,Johann Friedrich Cartheuser,Johan Andreas Murray,Christoph Heinrich Pfaff,Theodor Wilhelm Christian Martius,Carl von Linné,Jöns Jakob Berzelius,Otto Unverdorben,Walther Hermann Ryff",Hochimperialismus,"Dioscorides Pharmacorum Simplicium reique Medicae Libri VIII (Ruellius),Des Pedanios Dioskurides aus Anazarbos Arzneimittellehre in fünf Büchern (Berendes),Große Zusammenstellung über die Kräfte der bekannten einfachen Heil- und Nahrungsmittel von Abu Mohammed Abdallah ben Ahmed aus Malaga bekannt unter dem Namen Ebn Baitar (Sontheimer),In hoc volumine continentur. Insignium medicorum Joannis Serapionis Arabis De simplicibus medicinis opus praeclarum et ingens (Brunfels),De diversis artibus (Theophilus),Arbolayre,Circa instans (Matthaeus),New vollkommen Kräuterbuch (Tabernaemontanus),Naturalis historia (Plinius),Museum Museorum (Valentini),Fundmenta Materiae medicae (Cartheuser),Nachrichten von Marokos und Fes im Lande selbst gesammelt 1760 bis 1768 (Höchst),Apparatus Medicaminum Goettingae (Murray),System der Materia medica nach chemischen Principien (Pfaff)","Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),Heil- und Nutzpflanzen (Dragendorff),Altdeutsches Wörterbuch (Oskar),Repetorium für die Pharmazie (Buchner)",true,"Die Harze und die Harzbehälter,Publikation",,"Historische Wissensliteratur,Historische Sekundärquellen,Kräuterbuch,Wörterbuch,Apothekeninventar,Arzneibuch,Handbuch,Fachzeitschriften","wird sehr ausführlich behandelt von Altertum bis Gegenwart, Primärquellen verwendet, in Originalsprache/alter Schrift zitiert, alles eingebettet",3,"personenzentriert,thematisch-systematisch","kontextualisierend,legitimierend,kanonbildend",2026-02-23 11:57:40+00:00,2026-04-08 17:41:27+00:00
1907-DISS-AB,Augustin,Béla,Németbogsán (Ungarn),Österreich-Ungarn,Historisch-kritische und anatomisch-entwicklungsgeschichtliche Untersuchungen über den Paprika.,Botanik,historisch,de,Paprika,Gewürze und Genussmittel,1907,Universität Bern,PH D 362 P,true,IMG,,,true,false,true,,true,Sonstiges / nicht eindeutig historisch,Geschichte der Paprika,gut,,true,,wertend-positiv,82,13,0.15853658536585366,"Mittelalter,Frühe Neuzeit,Gesamtes 19. Jahrhundert","Christoph Kolumbus,Gaius Plinius Secundus Maior,William Roxburgh,Theodor Hartig,William Dymock",Hochimperialismus,Naturalis historia (Plinius),Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),,,,"Reiseberichte,Historische Wissensliteratur","sehr wichtig in der Arbeit, beschränkt sich aber auf die ungarische Paprika",3,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 17:42:49+00:00
1907-DISS-CK,Cederberg,Knut Hilmer,Göteborg (Schweden),Königreich Schweden,Untersuchungen über Glycyrrhizin und andere Bestandteile im Süssholz.,Pharmakognosie,experimentell,de,Süssholz,Gewürze und Genussmittel,1907,Universität Bern,PH D 178 P,true,IMG,,,true,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Etymologie, Kultivierung und Untersuchung der Glycyrrhiza ",gut,,true,,wertend-positiv,42,1,0.023809523809523808,"Altertum,Mittelalter,Frühe Neuzeit,Gesamtes 19. Jahrhundert","Theophrastos von Eresos,Christoph Heinrich Pfaff,Jöns Jakob Berzelius",Hochimperialismus,System der Materia medica nach chemischen Principien (Pfaff),,true,"Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde,Publikation",,,"wird zur Namensherleitung und der Herkunft der Kulturpflanze benutzt, nimmt aber lediglich eine einleitende Rolle ein",1,thematisch-systematisch,"legitimierend,kontextualisierend",2026-02-23 11:57:40+00:00,2026-04-09 14:32:49+00:00
1907-DISS-EJ,Edner,Johann Adol,Westergotland,Königreich Schweden,Über den englischen und französischen Rhabarber und eine Methode der Wertbestimmung des Rhabarber,Pharmakognosie,deskriptiv-analytisch,de,Rhabarber,Anthrachinon-Drogen,1907,Universität Bern,PH D 362 P,true,IMG,,,true,true,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Sonstiges / nicht eindeutig historisch","Namensherkunft, Ursprung, Handel und Kultivierung des Rhabarbers",gut,,true,,"wertend-positiv,autoritativ-kanonisch",72,5,0.06944444444444445,"Altertum,Frühe Neuzeit,Frühmittelalter","Shennong,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Joseph Pitton de Tournefort,Alexander von Tralleis,Kurt Sprengel,Carl Ritter,Marco Polo,Abraham Kaau-Boerhaave,Carl von Linné,Katharina II.",Hochimperialismus,"Kommentar in Dioscorides (Sprengels),Naturalis historia (Plinius),Alexander von Tralles. Original-Text und Übersetzung nebst einer einleitenden Abhandlung. Ein Beitrag zur Geschichte der Medizin (Alexander von Tralleis hrsg. von Puschmann)",Erdkunde von Asien (Ritter),true,,,"Historische Sekundärquellen,Handbuch,Historische Wissensliteratur,Fachzeitschriften,Wissenschaftliche Berichte","wird schon gezielt eingesetzt, um den Rhabarber möglichst genau zu beschreiben, verschiedene räumliche Bezüge",2,"thematisch-systematisch,personenzentriert","kontextualisierend,legitimierend,kanonbildend",2026-02-23 11:57:40+00:00,2026-04-09 14:05:00+00:00
1907-DISS-HH,Haller,Hans,Bern,Schweizerische Eidgenossenschaft,"Ueber die Beziehungen zwischen Säurezahl, Verseifungszahl, Jodzahl und Petrolätherlöslichkeit beim Kolophonium und der Abietinsäure, wenn dieselben geschmolzen oder der Einwirkung von verschiedenen Gasen ausgesetzt werden.",Pharmakochemie,deskriptiv-analytisch,de,sonstiges,Sonstige,1907,Universität Bern,PH D 362 P,true,IMG,,,true,true,true,true,true,"Naturwissenschafts-/Disziplingeschichte,Pharmazeutische Chemie-/Technologiegeschichte",Untersuchung des Kolophonium und Abietinsäure,"gut,Flecken",,true,,deskriptiv-neutral,75,4,0.05333333333333334,Übergang 19. Jahrhundert,"Henri Braconnot,Joseph Louis Gay-Lussac,Louis Jacques Thénard,Johann Bartholomäus Trommsdorff,Justus von Liebig",Hochimperialismus,,,true,"Publikation,Die Harze und die Harzbehälter",,Fachzeitschriften,"blosse Auflistung von Literatur mit bekannten Personen, aber ohne genauere zeitliche Einordnung",1,teleologisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 10:53:04+00:00
1907-DISS-LK,Leuchtenberger,Karl,Berlin,Deutsches Reich,Über ein falsches Euphorbium und das Harz von Pinus Jeffreyi Murr.,Pharmakognosie,deskriptiv-analytisch,de,Euphorbium,Gummiharze,1907,Universität Bern,PH D 362 P,true,IMG,,,true,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Verwendung des Euphorbium und weitere Untersuchungen,gut,,true,,wertend-positiv,81,8,0.09876543209876543,"Altertum,Gesamtes 19. Jahrhundert,Frühe Neuzeit","Pedanios Dioskurides,Gaius Plinius Secundus Maior,Caspar Neumann,Henri Braconnot,Pierre-Joseph Pelletier,Abu Muhammad ibn al-Baitar",Hochimperialismus,"Materia medica (Dioskurides),Naturalis historia (Plinius),Chymiae medicae (Neumann)","Darstellung und Beschreibung sämmtlicher in der Pharmacopoea Borussica aufgeführten offizinellen Gewächse oder der Theile und Rohstoffe welche von ihnen in Anwendung kommen nach natürlichen Familien (Berg und Schmidt),Pharmakographia a history of drugs (Flückiger und Hanbury),Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger)",true,Die Harze und die Harzbehälter,,"Historische Wissensliteratur,Wissenschaftliche Berichte,Fachzeitschriften,Fachliteratur,Jahresberichte","wird einleitend eingesetzt, geht auf verschiedene Epochen ein, wird gut in den Text eingebettet und mit Jahreszahlen zeitlich eingeordnet",2,thematisch-systematisch,kanonbildend,2026-02-23 11:57:40+00:00,2026-04-09 14:06:52+00:00
1907-DISS-RH,Rackwitz,Heinrich,Nordhausen,Deutsches Reich,"Über westafrikanische Copale, speziell über den Angola-Copal (rot) und über den Kamerun-Copal",Pharmakognosie,,de,,,1907,Universität Bern,PH D 362 P,true,IMG,,,true,true,true,,,,,gut,,true,,,64,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:47+00:00
1907-DISS-SJ,Speyer,Julius,Bielefeld,Deutsches Reich,Beiträge zur Entwicklungsgeschichte der Rinde pharmakognostisch interessanter Pflanze.,Pharmakognosie,anatomisch-morphologisch,de,sonstiges,Sonstige,1907,Universität Bern,PH D 277 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Wissenschaftsgeschichte der Botanik im frühen 19. Jh.,"gut,leicht vergilbt",,true,,wertend-positiv,83,3,0.03614457831325301,Mitte 19. Jahrhundert,Matthias Jacob Schleiden,Hochimperialismus,,,true,"Angewandte Pflanzenanatomie,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde,Publikation,Die Harze und die Harzbehälter",,"Fachliteratur,Wissenschaftliche Berichte,Sitzungsberichte,Jahrbücher","eher einleitend, wird aufs ausschliesslich aufs 19. Jahrhundert eingegangen, kaum zeitlich genauer beschrieben",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 13:20:30+00:00
1907-DISS-WC,Winnicki,Clara,Rothrist,Schweizerische Eidgenossenschaft,Beiträge zur Entwicklungsgeschichte der Blüten einiger offizineller Pflanzen.,Pharmakognosie,,de,,,1907,Universität Bern,PH D 362 P,true,IMG,,,true,false,true,,,,,gut,,true,,,86,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:49+00:00
1907-DISS-WD,Wéber,Desider,Budapest,Österreich-Ungarn,Beiträge zur Anatomie einiger pharmakognostisch wichtiger Samen und Früchte.,Pharmakognosie,,de,,,1907,Universität Bern,PH D 362 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",,true,,,72,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:52+00:00
1907-DISS-ZW,Zieser,Waldemar,Hamburg,Deutsches Reich,Beiträge zur Kenntnis des Kautschuks und der Guttapercha.,Pharmakognosie,deskriptiv-analytisch,de,Guttapercha,Gummi,1907,Universität Bern,PH D 362 P,true,IMG,,,true,false,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Geschichte des Kautschuks,gut,,true,,wertend-positiv,76,2,0.02631578947368421,"Mittelalter,Frühe Neuzeit,Anfang 19. Jahrhundert,Mitte 19. Jahrhundert","Antonio de Herrera y Tordesillas,Christoph Kolumbus,Charles Marie de La Condamine,William Roxburgh,Charles Goodyear",Hochimperialismus,,,,,,,"wird auf die Geschichte des Kautschuks eingegangen, wird mittels Jahrzahlen eingebettet, geht auf Reisen und die Chemie ein, nimmt eine einleitende Rolle ein",1,teleologisch,"legitimierend,kontextualisierend",2026-02-23 11:57:40+00:00,2026-04-07 15:53:34+00:00
1908-DISS_PJ,Pool,Jacobus Frédéric Amédée,Semarang,Niederländisch-Ostindien-Kolonie,Vergleichend-pharmakochemische Untersuchung der Rinden von Rhamnus Frangula L. und Rhamnus Purshiana DC,Pharmakochemie,vergleichend,de,Faulbaum,Anthrachinon-Drogen,1908,Universität Bern,BeM ZB Diss var 2075,true,Speichermagazin,false,false,true,true,true,false,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Pharmazeutische Chemie-/Technologiegeschichte","Erwähnung, Etymologie und Beschreibung sowie Untersuchung des Faulbaum",gut,,true,,wertend-kritisch,57,4,0.07017543859649122,"Altertum,Frühe Neuzeit","Hippokrates von Kos,Theophrastos von Eresos,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Galenos von Pergamon,Pietro Andrea Mattioli,Rembert Dodoens",Hochimperialismus,,Pharmacologische Studien über Rhamnus Frangula und Rhamnus cathartica (Binswanger),true,,,"Fachzeitschriften,Jahresberichte,Dissertationen","wird in die Einleitung verwebt, wird zeitlich mit Jahreszahlen eingeordnet, kurz gehalten",2,thematisch-systematisch,"kanonbildend,kontextualisierend",2026-02-23 14:24:42+00:00,2026-04-09 14:08:31+00:00
1908-DISS-RE,Rosenberg-Hein,Edgar,Crossen (a. O.),Deutsches Reich,Über die Pektinmetamorphose,Botanik,deskriptiv-analytisch,de,sonstiges,Sonstige,1908,Universität Bern,PH D 262 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Entwicklung der Forschung ,gut,,true,,wertend-positiv,48,7,0.14583333333333334,Gesamtes 19. Jahrhundert,"Anselme Payen,Henri Braconnot,Louis-Nicolas Vauquelin,Matthias Jacob Schleiden,Edmond Frémy,Julius Rudolph Theodor Vogel",Hochimperialismus,,,true,"Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde,Angewandte Pflanzenanatomie",,"Fachzeitschriften,Sitzungsberichte,Wissenschaftliche Berichte,Fachliteratur,Jahresberichte","historische Quellen werden zitiert, etwas ungenaue Einordnung im Text, beschränkt sich aufs 19. Jahrhundert",1,chronologisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-08 11:01:19+00:00
1909-Diss-CA,Copper,Adrianus Cornelis,Kralingen (Holland),Königreich der Niederlande,Beiträge zur Entwicklungsgeschichte der Samen und Früchte offizineller Pflanzen.,Pharmakognosie,,de,,,1909,Universität Bern,PH D 180 P,true,IMG,,,true,true,true,,,,,gut,"Handschrift Doktorand,Portrait Doktorand",true,,,181,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:55+00:00
1909-DISS-EA,Engel,Abraham,Helsingfors,Russisches Reich,Über den Congo-Copal und über den Benguela-Copal (Weiss) Beitrag zur Kenntnis der Westafrikanische Copale,Pharmakognosie,deskriptiv-analytisch,de,Copal,Harze,1909,Universität Bern,PH D 363 P,true,IMG,,,true,false,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Entdeckung der Copale,gut,,true,,wertend-kritisch,57,1,0.017543859649122806,Mitte 19. Jahrhundert,"Jöns Jakob Berzelius,Édouard Filhol,Johann Friedrich Gmelin",Hochimperialismus,,,true,"Die Harze und die Harzbehälter,Die Chemie und Biologie der pflanzlichen Sekrete,Publikation",,"Jahresberichte,Fachzeitschriften,Handbuch","wird erwähnt, dass in der älteren Literatur keine Charakterisierung des Copals zu finden ist, dann wird auf Untersuchungen eingegangen, die auch zeitlich eingeordnet werden, allerdings nimmt die Geschichte nur eine untergeordnete Rolle ein",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 11:03:29+00:00
1909-DISS-GS,Gauchmann,Samuel,Jekaterinoslaw (Russland),Russisches Reich,Untersuchungen über Glycyrrhizin und andere Pflanzensüßstoffe,Pharmakognosie,,de,,,1909,Universität Bern,PH D 363 P,true,IMG,,,true,true,true,,,,,gut,,true,,,54,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:58+00:00
1909-DISS-WD,Wester,Dirk Hendrik,Groningen (Holland),Königreich der Niederlande,Studien über das Chitin.,Pharmakognosie,deskriptiv-analytisch,de,Chitin,Gerüststoffe,1909,Universität Bern,PH D 363 P,true,IMG,,,false,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Etymologie, Herkunft und Untersuchung des Chitins",gut,,true,,wertend-positiv,86,18,0.20930232558139536,Gesamtes 19. Jahrhundert,"Edmond Frémy,Eugène-Melchior Péligot,Anselme Payen",Hochimperialismus,,,,,,"Fachzeitschriften,Historische Sekundärquellen,Wissenschaftliche Berichte","wird auf Geschichte eingegangen und findet eine zeitliche Einordnung statt, beschränkt sich auf 19. Jahrhundert, vor allem Chemiegeschichte und Aufzählung von Personen",1,thematisch-systematisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-07 16:10:10+00:00
1910-DISS-GA,Grutterink,Alide,Groningen (Holland),Königreich der Niederlande,Beiträge zur mikrochemischen Analyse einiger Alkaloide und Drogen mit besonderer Berücksichtigung der Methoden von H. Behrens,Pharmakognosie,mirkochemisch-physikalisch,de,sonstiges,Sonstige,1910,Universität Bern,PH D 364 P,true,IMG,,,true,true,true,true,true,Naturwissenschafts-/Disziplingeschichte,Entwicklung der Mikrochemie,verklebt,,true,,wertend-positiv,113,3,0.02654867256637168,Gesamtes 19. Jahrhundert,Theodor Hartig,Hochimperialismus,,,,,,"Fachzeitschriften,Sitzungsberichte,Wissenschaftliche Berichte","wird einleitend genutzt, um die eher neuere Disziplin der Mikrochemie einzuführen",1,teleologisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-07 16:12:55+00:00
1910-DISS-WJ,Werdmüller,Jacob Otto,unbekannt,unbekannt,Über den Honduras-Balsam und über einen Myrocarpus-Balsam,Pharmakognosie,,de,,,1910,Universität Bern,PH D 364 P,true,IMG,,,true,true,true,,,,,gut,,true,,,56,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:01+00:00
1910-DISS-WM,Willner,Meyer,unbekannt,Russisches Reich,Über den Loango-Copal und über den Sierra-Leone-Copal.,Pharmakognosie,,de,,,1910,Universität Bern,PH D 296 P,true,IMG,,,true,true,true,,,,,gut,Handschrfit Tschirch,true,,,85,,,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:45:55+00:00
1911-DISS-BH,Bromberger,Hersch,Plock (Russ.-Polen),Königreich Polen,Pharmakochemische Untersuchungen über die Rinde von Rhamnus cathartica.,Pharmakognosie,experimentell,de,Faulbaum,Anthrachinon-Drogen,1911,Universität Bern,PH D 174 P,true,IMG,,,true,true,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Chemische Untersuchung der Rinde von Rhamnus cathartica,gut,,true,,wertend-positiv,45,1,0.022222222222222223,"Frühe Neuzeit,Mitte 19. Jahrhundert","Valerius Cordus,Hieronymus Bock",Hochimperialismus,,,true,Publikation,,,"wird nur kurz Erwähnt, dass der Purgierdorn schon lange bekannt ist und von Tragus und Cordus beschrieben wurde, danach Untersuchung Mitte 19. Jahrhundert",1,thematisch-systematisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-08 11:06:33+00:00
1911-DISS-GE,Gottlieb,Emanuel,Mitau (Kurland),Russisches Reich,Über ein recentes und recent-fossiles Dammarharz aus Mittel-Borneo,Pharmakognosie,,de,,,1911,Universität Bern,PH D 216 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",Handschrift Doktorand,true,,,56,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:08+00:00
1911-DISS-KA,Kubik,August,Kotyiklet (Ungarn),Österreich-Ungarn,Über die Umbildung des Blütenstils zum Fruchtstil,Botanik,deskriptiv-analytisch,de,sonstiges,Sonstige,1911,Universität Bern,PH D 364 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Botanik,gut,,true,,wertend-positiv,123,2,0.016260162601626018,Mitte 19. Jahrhundert,Simon Schwendener,Hochimperialismus,,,true,,,Fachliteratur,wird historisch nur auf Schwendener eingegangen,1,personenzentriert,"legitimierend,kontextualisierend",2026-02-23 11:57:40+00:00,2026-04-08 11:08:32+00:00
1911-DISS-KM,Kahan,Mark,Kowno (Russland),Russisches Reich,Über den Akkrakopal und über den Beninkopal. Beitrag zur Kenntnis der westafrikanischen Kopale,Pharmakognosie,deskriptiv-analytisch,de,Copal,Harze,1911,Universität Bern,PH D 364 P,true,IMG,,,true,true,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Etymologie und Verwendung der Kopale im alten Mexiko,gut,,true,,wertend-positiv,72,1,0.013888888888888888,"Frühe Neuzeit,Altertum",Theodor Wilhelm Christian Martius,Hochimperialismus,,,,,,Historische Sekundärquellen,"wird am Ende der Einleitung kurz erwähnt, wie es früher verwendet wurde",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-07 16:17:15+00:00
1911-DISS-MS,Machenbaum,Stanislaus,Warschau (Polen),Königreich Polen,Ueber den Brasil-Copal und über den Columbia-Copal. Beitrag zur Kenntnis der südamerikanischen Copale.,Pharmakognosie,,de,,,1911,Universität Bern,PH D 364 P,true,IMG,,,true,true,true,true,,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Etymologie und Herkunft der Copale,gut,,true,,,58,3,0.05172413793103448,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:11+00:00
1911-DISS-RR,Ravasini,Ruggero,Triest,Österreich-Ungarn,Die Feigenbäume Italiens und ihre Beziehungen zu einander,Botanik,,de,,,1911,Universität Bern,PH D 364 P,true,IMG,,,true,true,true,,true,"Sonstiges / nicht eindeutig historisch,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte",Alles rund um den Feigenbaum,gut,,true,,,174,,,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 11:56:09+00:00
1911-DISS-WF,Weil,Fernand,Bern,Schweizerische Eidgenossenschaft,Beiträge zur Kenntnis des Radix Lapathi,Pharmakognosie,,de,,,1911,Universität Bern,PH D 365 P,true,IMG,,,true,true,true,,,,,gut,,true,,,45,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:34:14+00:00
